date,close,volume,open,high,low
2015/11/04,122.0000,44829060.0000,123.1300,123.8200,121.6200
2015/11/03,122.5700,45479260.0000,120.7900,123.4900,120.7000
2015/11/02,121.1800,32152870.0000,119.8700,121.3600,119.6100
2015/10/30,119.5000,49305220.0000,120.9900,121.2200,119.4500
2015/10/29,120.5300,51106100.0000,118.7000,120.6900,118.2700
2015/10/28,119.2700,85436210.0000,116.9300,119.3000,116.0600
2015/10/27,114.5500,67673450.0000,115.4000,116.5400,113.9900
2015/10/26,115.2800,66139770.0000,118.0800,118.1300,114.9200
2015/10/23,119.0800,59251740.0000,116.7000,119.2280,116.3300
2015/10/22,115.5000,41430660.0000,114.3300,115.5000,114.1000
2015/10/21,113.7600,42276880.0000,114.0000,115.5800,113.7000
2015/10/20,113.7700,48929200.0000,111.3400,114.1700,110.8200
2015/10/19,111.7300,29723750.0000,110.8000,111.7500,110.1100
2015/10/16,111.0400,38794930.0000,111.7800,112.0000,110.5300
2015/10/15,111.8600,37622200.0000,110.9300,112.1000,110.4900
2015/10/14,110.2100,44434220.0000,111.2900,111.5200,109.5600
2015/10/13,111.7900,32970790.0000,110.8200,112.4500,110.6800
2015/10/12,111.6000,30386830.0000,112.7300,112.7500,111.4400
2015/10/09,112.1200,52720620.0000,110.0000,112.2800,109.4900
2015/10/08,109.5000,61747260.0000,110.1900,110.1900,108.2100
2015/10/07,110.7800,46717770.0000,111.7400,111.7700,109.4100
2015/10/06,111.3100,48702200.0000,110.6300,111.7400,109.7650
2015/10/05,110.7800,52033100.0000,109.8800,111.3698,109.0700
2015/10/02,110.3800,57774940.0000,108.0100,111.0136,107.5500
2015/10/01,109.5800,63849470.0000,109.0700,109.6200,107.3100
2015/09/30,110.3000,66300930.0000,110.1700,111.5400,108.7300
2015/09/29,109.0600,73230280.0000,112.8300,113.5100,107.8600
2015/09/28,112.4400,51861990.0000,113.8500,114.5700,112.4400
2015/09/25,114.7100,56005550.0000,116.4400,116.6900,114.0200
2015/09/24,115.0000,50061580.0000,113.2500,115.5000,112.3700
2015/09/23,114.3200,35678360.0000,113.6300,114.7200,113.3000
2015/09/22,113.4000,50278030.0000,113.3800,114.1800,112.5201
2015/09/21,115.2100,46594220.0000,113.6700,115.3700,113.6600
2015/09/18,113.4500,73991000.0000,112.2100,114.3000,111.8700
2015/09/17,113.9200,63712340.0000,115.6600,116.4900,113.7150
2015/09/16,116.4100,37080720.0000,116.2500,116.5400,115.4400
2015/09/15,116.2800,43218350.0000,115.9300,116.5300,114.4200
2015/09/14,115.3100,58279570.0000,116.5800,116.8900,114.8600
2015/09/11,114.2100,49793750.0000,111.7900,114.2100,111.7600
2015/09/10,112.5700,62800770.0000,110.2700,113.2825,109.9000
2015/09/09,110.1500,84757780.0000,113.7600,114.0200,109.7700
2015/09/08,112.3100,54507300.0000,111.6500,112.5600,110.3200
2015/09/04,109.2700,49904460.0000,108.9700,110.4500,108.5100
2015/09/03,110.3700,53142590.0000,112.4900,112.7800,110.0400
2015/09/02,112.3400,61681250.0000,110.2300,112.3400,109.1310
2015/09/01,107.7200,76562170.0000,110.1500,111.8800,107.3600
2015/08/31,112.7600,56111590.0000,112.0300,114.5300,112.0000
2015/08/28,113.2900,53075960.0000,112.1700,113.3100,111.5400
2015/08/27,112.9200,83825220.0000,112.2300,113.2400,110.0200
2015/08/26,109.6900,96531890.0000,107.0850,109.8900,105.0500
2015/08/25,103.7400,102731700.0000,111.1100,111.1100,103.5000
2015/08/24,103.1200,161882500.0000,94.8700,108.8000,92.0000
2015/08/21,105.7600,127246600.0000,110.4300,111.9000,105.6450
2015/08/20,112.6500,68176940.0000,114.0800,114.3500,111.6300
2015/08/19,115.0100,48079330.0000,116.1000,116.5200,114.6800
2015/08/18,116.5000,34525630.0000,116.4300,117.4400,116.0100
2015/08/17,117.1600,40827260.0000,116.0400,117.6500,115.5000
2015/08/14,115.9600,42876370.0000,114.3200,116.3100,114.0100
2015/08/13,115.1500,48407640.0000,116.0400,116.4000,114.5400
2015/08/12,115.2400,101593400.0000,112.5300,115.4200,109.6300
2015/08/11,113.4900,96820670.0000,117.8100,118.1800,113.3300
2015/08/10,119.7200,54851010.0000,116.5300,119.9900,116.5300
2015/08/07,115.5200,38610120.0000,114.5800,116.2500,114.5000
2015/08/06,115.1300,52828890.0000,115.9700,116.5000,114.1150
2015/08/05,115.4000,99202400.0000,112.9500,117.4400,112.1000
2015/08/04,114.6400,123601900.0000,117.4200,117.7000,113.2500
2015/08/03,118.4400,69639900.0000,121.5000,122.5700,117.5200
2015/07/31,121.3000,42832890.0000,122.6000,122.6425,120.9100
2015/07/30,122.3700,33400950.0000,122.3200,122.5699,121.7100
2015/07/29,122.9900,36912040.0000,123.1500,123.5000,122.2700
2015/07/28,123.3800,33570380.0000,123.3800,123.9100,122.5500
2015/07/27,122.7700,44371580.0000,123.0900,123.6100,122.1200
2015/07/24,124.5000,42090320.0000,125.3200,125.7400,123.9000
2015/07/23,125.1600,50832950.0000,126.2000,127.0900,125.0600
2015/07/22,125.2200,115288400.0000,121.9900,125.5000,121.9900
2015/07/21,130.7500,73006780.0000,132.8500,132.9200,130.3200
2015/07/20,132.0700,55204920.0000,130.9700,132.9700,130.7000
2015/07/17,129.6200,45970470.0000,129.0800,129.6200,128.3100
2015/07/16,128.5100,35987630.0000,127.7400,128.5700,127.3500
2015/07/15,126.8200,33559770.0000,125.7200,127.1500,125.5800
2015/07/14,125.6100,31695870.0000,126.0400,126.3700,125.0400
2015/07/13,125.6600,41365600.0000,125.0300,125.7550,124.3200
2015/07/10,123.2800,61292800.0000,121.9400,123.8500,121.2100
2015/07/09,120.0700,78291510.0000,123.8500,124.0600,119.2200
2015/07/08,122.5700,60609830.0000,124.4800,124.6400,122.5400
2015/07/07,125.6900,46737090.0000,125.8900,126.1500,123.7700
2015/07/06,126.0000,27972950.0000,124.9400,126.2300,124.8500
2015/07/02,126.4400,27171180.0000,126.4300,126.6900,125.7700
2015/07/01,126.6000,30206890.0000,126.9000,126.9400,125.9900
2015/06/30,125.4250,44326050.0000,125.5700,126.1200,124.8600
2015/06/29,124.5300,49043410.0000,125.4600,126.4700,124.4800
2015/06/26,126.7500,43986290.0000,127.6700,127.9900,126.5100
2015/06/25,127.5000,31872390.0000,128.8600,129.2000,127.5000
2015/06/24,128.1100,55077520.0000,127.2100,129.8000,127.1200
2015/06/23,127.0300,30192140.0000,127.4800,127.6100,126.8792
2015/06/22,127.6100,33976180.0000,127.4900,128.0600,127.0800
2015/06/19,126.6000,54361530.0000,127.7100,127.8200,126.4000
2015/06/18,127.8800,35363990.0000,127.2300,128.3100,127.2200
2015/06/17,127.3000,32858900.0000,127.7200,127.8800,126.7400
2015/06/16,127.6000,31443650.0000,127.0300,127.8500,126.3700
2015/06/15,126.9200,43896960.0000,126.1000,127.2400,125.7100
2015/06/12,127.1700,36826260.0000,128.1850,128.3300,127.1100
2015/06/11,128.5900,35344520.0000,129.1800,130.1800,128.4750
2015/06/10,128.8800,39029190.0000,127.9200,129.3400,127.8500
2015/06/09,127.4200,56002840.0000,126.7000,128.0800,125.6200
2015/06/08,127.8000,52609900.0000,128.9000,129.2100,126.8300
2015/06/05,128.6500,35577760.0000,129.5000,129.6900,128.3600
2015/06/04,129.3600,38335980.0000,129.5800,130.5800,128.9100
2015/06/03,130.1200,30939810.0000,130.6600,130.9400,129.9000
2015/06/02,129.9600,33595980.0000,129.8600,130.6550,129.3200
2015/06/01,130.5350,32016020.0000,131.2000,131.3900,130.0500
2015/05/29,130.2800,50474170.0000,131.2300,131.4500,129.9000
2015/05/28,131.7800,30678840.0000,131.8600,131.9500,131.1000
2015/05/27,132.0450,45771120.0000,130.3400,132.2600,130.0500
2015/05/26,129.6200,70544670.0000,132.6000,132.9100,129.1200
2015/05/22,132.5400,45469340.0000,131.6000,132.9700,131.4000
2015/05/21,131.3900,39589780.0000,130.0700,131.6300,129.8300
2015/05/20,130.0600,36261170.0000,130.0000,130.9800,129.3400
2015/05/19,130.0700,44395440.0000,130.6900,130.8800,129.6400
2015/05/18,130.1900,50723240.0000,128.3800,130.7200,128.3600
2015/05/15,128.7700,38128470.0000,129.0700,129.4900,128.2100
2015/05/14,128.9500,45123920.0000,127.4100,128.9500,127.1600
2015/05/13,126.0100,34611600.0000,126.1500,127.1900,125.8700
2015/05/12,125.8650,48073450.0000,125.6000,126.8800,124.8200
2015/05/11,126.3200,41920740.0000,127.3900,127.5600,125.6250
2015/05/08,127.6200,55473820.0000,126.6800,127.6200,126.1100
2015/05/07,125.2600,42653920.0000,124.7700,126.0800,124.0200
2015/05/06,125.0100,72037370.0000,126.5600,126.7500,123.3600
2015/05/05,125.8000,49127770.0000,128.1500,128.4498,125.7800
2015/05/04,128.7000,50905020.0000,129.5000,130.5700,128.2600
2015/05/01,128.9500,57349000.0000,126.1000,130.1300,125.3000
2015/04/30,125.1500,82924980.0000,127.5000,127.8800,124.5800
2015/04/29,128.6400,63063240.0000,130.1600,131.5900,128.3000
2015/04/28,130.5600,118693700.0000,134.4550,134.5400,129.5700
2015/04/27,132.6500,95084260.0000,132.3100,133.1300,131.1500
2015/04/24,130.2800,44209710.0000,130.4900,130.6300,129.2300
2015/04/23,129.6700,45596690.0000,128.3000,130.4200,128.1400
2015/04/22,128.6200,37575420.0000,126.9900,128.8700,126.3200
2015/04/21,126.9100,32341380.0000,128.1000,128.2000,126.6700
2015/04/20,127.6000,46975110.0000,125.5700,128.1200,125.1700
2015/04/17,124.7500,51481310.0000,125.5500,126.1400,124.4600
2015/04/16,126.1700,28020240.0000,126.2800,127.1000,126.1100
2015/04/15,126.7800,28922420.0000,126.4100,127.1300,126.0100
2015/04/14,126.3000,25418280.0000,127.0000,127.2900,125.9100
2015/04/13,126.8500,36248620.0000,128.3700,128.5700,126.6100
2015/04/10,127.1000,40125760.0000,125.9500,127.2100,125.2600
2015/04/09,126.5600,32244360.0000,125.8500,126.5800,124.6600
2015/04/08,125.6000,37272090.0000,125.8500,126.4000,124.9700
2015/04/07,126.0100,34894810.0000,127.6400,128.1218,125.9800
2015/04/06,127.3500,36917490.0000,124.4700,127.5100,124.3300
2015/04/02,125.3200,32171410.0000,125.0300,125.5600,124.1900
2015/04/01,124.2500,40463140.0000,124.8200,125.1200,123.1000
2015/03/31,124.4300,42019420.0000,126.0900,126.4900,124.3550
2015/03/30,126.3700,46974980.0000,124.0500,126.4000,124.0000
2015/03/27,123.2500,39471720.0000,124.5700,124.7000,122.9100
2015/03/26,124.2400,47409610.0000,122.7600,124.8800,122.6000
2015/03/25,123.3800,51505600.0000,126.5400,126.8200,123.3800
2015/03/24,126.6900,32747200.0000,127.2300,128.0400,126.5600
2015/03/23,127.2100,37597600.0000,127.1200,127.8500,126.5200
2015/03/20,125.9000,68516180.0000,128.2500,128.4000,125.1600
2015/03/19,127.4950,45674520.0000,128.7500,129.2451,127.4000
2015/03/18,128.4700,65118170.0000,127.0000,129.1600,126.3700
2015/03/17,127.0400,50891230.0000,125.9000,127.3200,125.6500
2015/03/16,124.9500,35816300.0000,123.8800,124.9500,122.8700
2015/03/13,123.5900,51744670.0000,124.4000,125.3951,122.5800
2015/03/12,124.4500,48233270.0000,122.3100,124.9000,121.6300
2015/03/11,122.2400,68812690.0000,124.7500,124.7700,122.1100
2015/03/10,124.5100,68720360.0000,126.4100,127.2200,123.8000
2015/03/09,127.1400,88410240.0000,127.9600,129.5700,125.0600
2015/03/06,126.6000,72699680.0000,128.4000,129.3700,126.2600
2015/03/05,126.4100,56391280.0000,128.5800,128.7500,125.7600
2015/03/04,128.5400,31588480.0000,129.1000,129.5600,128.3200
2015/03/03,129.3600,37749900.0000,128.9600,129.5200,128.0900
2015/03/02,129.0900,48042680.0000,129.2500,130.2800,128.3000
2015/02/27,128.4600,61931350.0000,130.0000,130.5700,128.2400
2015/02/26,130.4150,91171830.0000,128.7850,130.8700,126.6100
2015/02/25,128.7900,74555120.0000,131.5600,131.6000,128.1500
2015/02/24,132.1700,69109410.0000,132.9400,133.6000,131.1700
2015/02/23,133.0000,73089250.0000,130.0200,133.0000,129.6600
2015/02/20,129.4950,48878410.0000,128.6200,129.5000,128.0500
2015/02/19,128.4500,37295460.0000,128.4800,129.0300,128.3300
2015/02/18,128.7150,44695980.0000,127.6250,128.7800,127.4500
2015/02/17,127.8300,63014110.0000,127.4900,128.8800,126.9200
2015/02/13,127.0800,53955650.0000,127.2800,127.2800,125.6500
2015/02/12,126.4600,74374630.0000,126.0600,127.4800,125.5700
2015/02/11,124.8800,73278020.0000,122.7700,124.9200,122.5000
2015/02/10,122.0200,61845390.0000,120.1700,122.1500,120.1600
2015/02/09,119.7200,37900780.0000,118.5500,119.8400,118.4300
2015/02/06,118.9300,43633660.0000,120.0200,120.2500,118.4500
2015/02/05,119.9400,42197110.0000,120.0200,120.2300,119.2500
2015/02/04,119.5600,69975180.0000,118.5000,120.5100,118.3090
2015/02/03,118.6500,51842080.0000,118.5000,119.0900,117.6100
2015/02/02,118.6300,62542440.0000,118.0500,119.1700,116.0800
2015/01/30,117.1600,83646800.0000,118.4000,120.0000,116.8500
2015/01/29,118.9000,84132130.0000,116.3200,119.1900,115.5600
2015/01/28,115.3100,146184300.0000,117.6250,118.1200,115.3100
2015/01/27,109.1400,92326640.0000,112.4200,112.4800,109.0300
2015/01/26,113.1000,55457420.0000,113.7400,114.3626,112.8000
2015/01/23,112.9800,46420020.0000,112.3000,113.7500,111.5300
2015/01/22,112.4000,53717440.0000,110.2600,112.4700,109.7200
2015/01/21,109.5500,48482860.0000,108.9500,111.0600,108.2700
2015/01/20,108.7200,49742320.0000,107.8400,108.9667,106.5000
2015/01/16,105.9900,78453330.0000,107.0300,107.5800,105.2000
2015/01/15,106.8200,59808470.0000,110.0000,110.0600,106.6600
2015/01/14,109.8000,48728190.0000,109.0400,110.4900,108.5000
2015/01/13,110.2200,66969980.0000,111.4300,112.8000,108.9100
2015/01/12,109.2500,49571170.0000,112.6000,112.6300,108.8000
2015/01/09,112.0100,53645730.0000,112.6700,113.2500,110.2100
2015/01/08,111.8900,59168760.0000,109.2300,112.1500,108.7000
2015/01/07,107.7500,39983350.0000,107.2000,108.2000,106.6950
2015/01/06,106.2600,65682250.0000,106.5400,107.4300,104.6300
2015/01/05,106.2500,64210880.0000,108.2900,108.6500,105.4100
2015/01/02,109.3300,53143770.0000,111.3900,111.4400,107.3500
